urlid,label
5803,0.17407
9553,0.33396
5937,0.98683
2133,0.3676
693,0.15311
5944,0.78376
2227,0.84606
9915,0.08683
4044,0.82882
6033,0.14301
3270,0.93719
7050,0.29208
6185,0.58969
7984,0.64192
2109,0.99906
2244,0.28773
2481,0.13741
4332,0.99436
6016,0.44177
10162,0.97535
2453,0.68867
6228,0.10611
6166,0.10336
1411,0.81124
254,0.47718
7479,0.25889
1476,0.17837
7801,0.83105
4988,0.16747
4694,0.36724
10194,0.38802
2574,0.98072
8334,0.33832
419,0.28192
8643,0.92216
2548,0.20501
4615,0.92659
8772,0.52545
10463,0.97255
6756,0.5037
1503,0.98728
4095,0.12515
1723,0.94352
8829,0.4549
10085,0.30524
4796,0.26292
9756,0.15999
2158,0.26003
7273,0.38414
3056,0.23817
656,0.75284
3074,0.13963
4661,0.87488
3958,0.82971
4311,0.27763
8375,0.98743
7442,0.46495
3839,0.46795
6179,0.18542
3786,0.41707
8520,0.97409
3664,0.13633
2014,0.96029
8298,0.67343
4220,0.32032
10127,0.99062
6182,0.5737
3206,0.97129
8503,0.99944
5682,0.86235
5699,0.22973
6215,0.98834
1394,0.10879
9582,0.58607
10070,0.98198
4940,0.97046
4193,0.40603
3400,0.60966
4785,0.4188
7460,0.87182
5838,0.24945
2503,0.29205
2730,0.9653
7156,0.27725
5511,0.94557
438,0.83973
2233,0.97872
2016,0.12259
139,0.41083
384,0.33563
2313,0.17449
5145,0.99705
7864,0.49458
1195,0.99304
5365,0.27052
6977,0.38769
10001,0.38684
567,0.34804
9950,0.93084
157,0.11749
6553,0.96693
7337,0.13129
349,0.32741
4874,0.31111
10313,0.9376
8421,0.55743
9469,0.31729
9314,0.94605
3663,0.12071
7216,0.01312
8871,0.57931
5743,0.96892
2072,0.56016
2654,0.04012
5908,0.31237
9863,0.01063
457,0.22676
6965,0.12875
3030,0.23668
7765,0.0826
748,0.0165
6304,0.28664
9606,0.33847
10351,0.10923
406,0.88399
8120,0.14346
8486,0.98667
6998,0.98179
77,0.96857
841,0.38814
7709,0.20122
7404,0.9885
5606,0.40526
965,0.90999
3163,0.32326
10192,0.26678
6163,0.12405
9865,0.26025
9518,0.19046
1267,0.21123
2051,0.99885
2046,0.40938
1464,0.98049
2153,0.05455
6612,0.41213
4971,0.61479
866,0.0748
4124,0.60654
5086,0.83447
4351,0.33037
8101,0.0601
7912,0.46859
2504,0.79143
2837,0.04038
2034,0.80791
4844,0.92174
7780,0.10982
5901,0.14586
3296,0.35306
7299,0.99924
8574,0.45016
7472,0.98442
2276,0.48315
5980,0.27742
3184,0.39782
4359,0.7889
1064,0.73359
9039,0.05699
6376,0.17839
1706,0.74705
7970,0.07648
3540,0.90925
1407,0.37929
4561,0.46233
6691,0.99235
7172,0.55138
1923,0.40665
4407,0.99191
6777,0.16989
2600,0.65501
1936,0.0579
9778,0.06924
2766,0.48277
6668,0.95352
9013,0.35862
4319,0.11461
3263,0.83655
1612,0.94476
5132,0.36505
216,0.97985
7232,0.41602
9373,0.24729
5030,0.78736
10107,0.93553
8309,0.84254
8449,0.85201
6961,0.11658
4954,0.44819
7344,0.78704
8146,0.99921
1132,0.87244
6145,0.89133
1353,0.78327
3624,0.97243
5058,0.98947
9789,0.49071
7290,0.22896
8583,0.40763
1088,0.97417
9210,0.94382
8240,0.22534
3326,0.18512
6315,0.8209
8410,0.68283
4535,0.46726
5991,0.58529
1874,0.55511
1898,0.12289
3557,0.96178
8587,0.99613
4190,0.2601
7261,0.9988
6854,0.47785
9375,0.57252
6317,0.97114
7713,0.9699
7058,0.9901
7628,0.17039
3513,0.70362
7953,0.98168
3445,0.15194
8461,0.73796
2834,0.31207
3414,0.44337
9262,0.95215
9235,0.12785
3146,0.32111
3379,0.05624
1701,0.53129
5527,0.23772
8031,0.75428
4032,0.79055
9782,0.91501
7656,0.58715
2985,0.99113
9334,0.99943
3343,0.24048
4760,0.33867
10311,0.93448
2609,0.67801
5117,0.31503
6724,0.99324
671,0.99425
798,0.08207
2341,0.35922
4262,0.96682
1950,0.99126
799,0.99371
2575,0.9151
660,0.99473
6432,0.89915
3168,0.98622
7435,0.99545
4010,0.99193
2882,0.99155
5930,0.93732
7716,0.21897
4054,0.21658
3148,0.14625
670,0.48252
3519,0.29193
5770,0.10071
8876,0.95462
8357,0.51928
1620,0.93447
8558,0.28949
6786,0.94968
3825,0.29441
5857,0.15785
7685,0.36297
3947,0.34748
6449,0.35781
8636,0.5323
6046,0.54954
3205,0.30424
9435,0.99955
6865,0.26989
281,0.98187
6922,0.0643
3536,0.36723
4555,0.19328
5364,0.59
2483,0.99394
3524,0.91496
3117,0.37731
1152,0.41341
3912,0.12935
1297,0.97071
2896,0.16524
5804,0.98692
5722,0.82264
189,0.07653
2376,0.39316
4635,0.50714
4801,0.96357
5972,0.24189
2461,0.30857
1168,0.04624
5136,0.67048
7806,0.60953
2559,0.69308
2139,0.63229
10562,0.24329
1497,0.41491
4757,0.50051
1354,0.15689
5896,0.98649
6453,0.08562
1426,0.40743
4271,0.25542
7673,0.97636
7782,0.28388
8181,0.5018
1797,0.46511
8615,0.9835
3097,0.90795
5306,0.7447
9633,0.39153
8700,0.25547
9876,0.98673
8045,0.45663
7750,0.38376
6370,0.90371
7093,0.66029
8018,0.31109
1118,0.44014
4849,0.87921
9627,0.26536
829,0.60593
4164,0.62003
1707,0.99447
6752,0.14453
6236,0.38822
4052,0.28636
5283,0.25181
2856,0.93882
4630,0.57177
9563,0.99862
6576,0.9835
5721,0.29094
4305,0.87598
8972,0.30246
1694,0.97177
3582,0.98739
3913,0.37567
470,0.6945
4195,0.34226
3422,0.15553
9744,0.40343
4206,0.4141
7971,0.47683
141,0.62078
1994,0.99466
1602,0.49377
1031,0.10971
9150,0.1303
8528,0.10414
7545,0.19429
7448,0.29345
1821,0.23863
10075,0.25484
5242,0.11052
822,0.12174
4826,0.13624
910,0.50975
10147,0.836
2018,0.98258
8916,0.23819
4880,0.15285
184,0.2985
6081,0.98119
4281,0.20639
7418,0.99022
6054,0.07969
7972,0.74749
4894,0.93634
5313,0.94879
5046,0.28312
7183,0.43361
5347,0.40864
5051,0.77108
495,0.61643
5985,0.9975
1227,0.98143
7594,0.7738
6178,0.09998
9344,0.81532
3681,0.85713
2805,0.55631
8237,0.1428
5139,0.86161
2347,0.26068
1978,0.16579
7824,0.38282
873,0.89303
2569,0.49352
4704,0.99346
6974,0.24169
4454,0.23713
35,0.34406
8231,0.07802
9280,0.18946
6567,0.4061
2088,0.99693
925,0.9962
9958,0.34766
5234,0.08449
7623,0.71893
6074,0.12374
8115,0.49518
10462,0.55592
5008,0.35895
1256,0.11094
5001,0.23787
6885,0.31688
7509,0.89944
6251,0.93948
7250,0.80498
9502,0.6157
267,0.27728
4109,0.66472
819,0.05616
9397,0.87689
3707,0.28391
870,0.9402
10203,0.47962
9241,0.6692
5215,0.35785
982,0.87578
3878,0.08019
1847,0.30749
10457,0.99952
7811,0.19203
6205,0.16062
8311,0.06891
7657,0.16057
8174,0.48602
2119,0.45742
7893,0.86245
7754,0.69071
3684,0.77491
3585,0.68239
300,0.16693
9176,0.98668
5879,0.99529
1457,0.97441
5040,0.58276
1862,0.36067
9749,0.99806
161,0.97813
6134,0.90665
4995,0.2342
54,0.04549
5125,0.39721
2032,0.14339
8210,0.14513
3816,0.13048
1769,0.93197
6156,0.49508
8667,0.97528
2974,0.2066
3417,0.24929
2835,0.39996
1668,0.97461
10028,0.13347
5619,0.34437
3169,0.66874
9153,0.43116
8746,0.92849
8049,0.70456
10564,0.6918
8691,0.39892
2765,0.98119
52,0.42742
2663,0.60486
3014,0.91195
9453,0.85151
8078,0.23235
2356,0.29062
7595,0.84667
2195,0.78097
7633,0.98732
1259,0.08827
5214,0.34394
531,0.31013
2398,0.60281
5458,0.96609
2794,0.56768
153,0.3382
256,0.62384
8787,0.42258
4496,0.75221
9649,0.2014
461,0.10337
502,0.17008
529,0.14116
5529,0.36948
9391,0.99978
1032,0.78013
9896,0.2392
5557,0.36016
1836,0.1941
3476,0.33413
7104,0.22845
5480,0.51288
1717,0.54842
1333,0.99924
1806,0.10402
8297,0.30756
2806,0.15731
3407,0.33559
10518,0.14988
6043,0.2926
8857,0.87388
8456,0.18672
427,0.20447
4028,0.7359
1988,0.26911
7354,0.14403
2393,0.17361
452,0.71415
5445,0.86713
7637,0.98971
5486,0.61465
4175,0.51125
6068,0.18131
8968,0.41307
9384,0.89367
7470,0.74324
9319,0.98729
5817,0.9746
10294,0.98162
1313,0.46947
10181,0.24806
5269,0.28466
127,0.11007
989,0.96619
10234,0.44135
4799,0.97548
3834,0.14181
9206,0.07268
4753,0.12266
4437,0.16052
3520,0.99958
10124,0.26023
1318,0.5112
2055,0.63875
690,0.99576
1294,0.14947
6522,0.9955
4453,0.23862
624,0.11562
2863,0.9783
4922,0.47319
4120,0.32035
8164,0.40642
2317,0.24814
6058,0.10384
1428,0.6777
3577,0.55516
5811,0.97887
1430,0.74294
4488,0.20041
9634,0.9984
4482,0.98028
4580,0.98653
2571,0.17314
10499,0.98939
3932,0.15509
377,0.87615
5851,0.29554
6384,0.97073
6470,0.52595
8505,0.39354
4268,0.82427
10397,0.39435
4309,0.12292
1949,0.7516
2097,0.28378
9709,0.58622
4936,0.62791
4033,0.44445
3828,0.55317
8862,0.06345
374,0.73317
401,0.93251
10015,0.97642
7613,0.40233
4397,0.97601
2329,0.9116
4733,0.94398
1552,0.44919
2486,0.8615
940,0.29408
7118,0.9973
8060,0.9908
1550,0.13312
6202,0.13658
8980,0.99802
8162,0.98059
10066,0.09562
7981,0.81171
7336,0.9993
6277,0.67396
1670,0.95629
6007,0.47288
7832,0.62058
2612,0.3899
8320,0.99815
1779,0.99669
6107,0.09588
2537,0.97594
2726,0.83437
8717,0.55443
2201,0.43563
6276,0.45529
3293,0.20206
7907,0.89133
7321,0.17209
840,0.46345
1081,0.03161
8289,0.91863
343,0.13021
8184,0.21599
7166,0.96164
8805,0.99651
9407,0.39918
5573,0.24119
9330,0.86939
2215,0.92792
4105,0.01227
7699,0.21027
5850,0.24246
10228,0.97547
638,0.5974
5633,0.32846
5919,0.33968
4573,0.20388
7164,0.75491
5093,0.94851
9815,0.68585
8411,0.98497
8955,0.99925
9556,0.45532
7349,0.46894
8436,0.96228
2631,0.98954
2739,0.97805
3930,0.2825
6833,0.2748
9186,0.99847
3150,0.16502
8328,0.8378
4006,0.97334
3065,0.26711
3305,0.03442
2506,0.19538
9737,0.9797
5178,0.3159
9452,0.53771
10111,0.65984
1652,0.26668
10134,0.88818
7247,0.53814
4363,0.98264
1712,0.96669
4232,0.13235
5626,0.13451
3049,0.98342
5397,0.23231
8637,0.17947
8785,0.25741
4438,0.89522
1410,0.17988
6902,0.33105
187,0.14498
3883,0.88036
3988,0.91077
5620,0.16247
2904,0.30942
3926,0.01194
9020,0.06901
2947,0.62863
2364,0.84304
5291,0.94506
7078,0.18458
4477,0.06863
4333,0.93886
9247,0.55044
6957,0.40099
7281,0.3302
4012,0.56656
975,0.98822
8037,0.69315
10408,0.98419
2900,0.64991
6457,0.47309
9292,0.37419
2115,0.29762
9001,0.93036
8981,0.10893
6085,0.24162
49,0.41158
210,0.11869
1607,0.39781
5256,0.36459
3170,0.98865
147,0.93136
7627,0.91209
83,0.18894
3686,0.09265
5133,0.6966
935,0.27887
2875,0.62764
7277,0.44915
55,0.99537
1253,0.61914
3406,0.9677
2474,0.93953
8451,0.02185
7301,0.95044
8466,0.27524
7499,0.95517
4926,0.99433
9033,0.37357
3999,0.13356
1017,0.12362
947,0.98203
7798,0.66613
6280,0.04706
6393,0.40658
8056,0.29494
9003,0.32465
4481,0.16916
5134,0.32194
4804,0.19503
34,0.36988
5659,0.99499
4519,0.1114
6272,0.98991
765,0.27333
3752,0.48236
1753,0.5858
2123,0.17636
1802,0.28118
7678,0.82651
4547,0.34614
3793,0.21704
7453,0.69905
5330,0.57963
4093,0.94682
2362,0.50428
7116,0.38951
3135,0.88382
10536,0.01499
8484,0.20644
9002,0.25234
10204,0.30936
7570,0.22662
1275,0.9998
3630,0.11996
9096,0.35719
3475,0.03217
4818,0.719
2019,0.30348
10402,0.10784
643,0.59605
9927,0.09367
2827,0.0922
288,0.51724
7886,0.85265
6584,0.99016
5554,0.95413
6329,0.15551
1233,0.49241
2541,0.21833
1150,0.23255
8459,0.68396
1814,0.37886
5564,0.31061
4306,0.53828
2144,0.26795
9792,0.06375
4634,0.38278
10084,0.34179
9847,0.18289
8510,0.31205
8921,0.73933
2509,0.96976
2111,0.7751
7505,0.64221
556,0.30295
9596,0.99862
1863,0.4045
8172,0.16143
8404,0.96946
3607,0.64744
7802,0.3279
3503,0.17486
5624,0.5404
331,0.99152
542,0.99675
9705,0.26737
3592,0.2304
5018,0.49771
5800,0.99556
8651,0.34618
7600,0.26969
9509,0.00686
5431,0.3854
7454,0.1165
8106,0.0905
3137,0.74133
702,0.66329
6287,0.74846
5657,0.19184
8027,0.21993
5350,0.23025
30,0.638
2677,0.82326
3898,0.24207
9451,0.97554
9949,0.66041
8074,0.26877
6618,0.4601
8351,0.12788
7861,0.76865
8914,0.61043
9820,0.79123
9148,0.84943
1334,0.08426
1684,0.37919
6414,0.11411
6967,0.64523
1726,0.3532
9178,0.15974
6642,0.14882
1024,0.95567
6437,0.3566
7042,0.9793
5319,0.27062
4594,0.69366
3702,0.95899
4882,0.72153
4243,0.25548
4750,0.05958
5735,0.68228
1432,0.22569
7576,0.99969
7455,0.52189
5563,0.15618
2291,0.96137
5386,0.48808
8490,0.15172
2357,0.20818
5473,0.98449
7091,0.99146
2464,0.22461
2801,0.8036
6604,0.85975
2122,0.92731
4320,0.95244
1841,0.98476
8129,0.45649
3149,0.43795
10525,0.9985
1869,0.42844
8664,0.40722
1941,0.49748
5216,0.8222
7993,0.0581
7327,0.09462
4076,0.09326
6544,0.33781
3300,0.31522
9139,0.84825
6761,0.96401
2220,0.10759
5661,0.10186
1676,0.27945
1572,0.99663
9545,0.11443
212,0.92514
2498,0.4492
5758,0.26756
241,0.99529
7872,0.70878
10546,0.2955
9615,0.70754
882,0.47667
5753,0.14466
547,0.16592
10275,0.09172
7686,0.96545
6508,0.98539
4296,0.91138
6625,0.75718
404,0.07894
1289,0.4182
5239,0.83901
10261,0.70623
2649,0.17052
9886,0.8796
5341,0.23875
869,0.59989
5533,0.926
1560,0.98099
9892,0.23478
1933,0.15679
5885,0.11356
7833,0.26716
7296,0.05493
7373,0.9009
8983,0.26855
5842,0.30929
2194,0.51997
132,0.74082
2659,0.7902
7896,0.23201
7887,0.65854
5745,0.97562
2409,0.98283
2253,0.8775
1434,0.72922
6946,0.04546
6510,0.83864
6982,0.07958
8999,0.19937
5170,0.51006
10158,0.13435
234,0.66426
9034,0.64922
3801,0.95283
3887,0.90568
10361,0.42122
5385,0.99036
6575,0.96653
3560,0.29055
2112,0.65711
4307,0.76953
8704,0.98021
10476,0.70204
4637,0.30564
2953,0.99554
1320,0.99568
3264,0.21525
7904,0.99956
9144,0.99386
4494,0.97839
4819,0.92659
3781,0.36931
3459,0.60749
5681,0.27745
6507,0.64584
3722,0.96946
398,0.15165
9377,0.69326
978,0.76898
3104,0.99362
2693,0.51124
3803,0.97594
9533,0.99743
1173,0.75094
10307,0.83106
10326,0.29164
5113,0.11754
1116,0.74009
10452,0.96928
8013,0.12923
6491,0.12752
9906,0.93621
7531,0.84549
102,0.35295
5233,0.91337
1661,0.99157
8280,0.29477
1000,0.58999
3743,0.95162
1501,0.98889
3809,0.6079
8647,0.97197
1959,0.105
1690,0.2466
5498,0.83478
837,0.12335
8788,0.99469
4114,0.98155
1413,0.84465
6836,0.95033
4240,0.47573
1908,0.89379
5750,0.44978
10087,0.36358
2680,0.5827
4323,0.88818
4439,0.95676
8517,0.22534
933,0.98727
33,0.99079
4295,0.10409
3258,0.35094
7497,0.26896
9276,0.43523
9811,0.2494
3833,0.50884
7682,0.18865
1748,0.31345
3693,0.15188
3608,0.87051
10230,0.16231
5468,0.18174
10464,0.99812
6932,0.37641
3616,0.55077
9603,0.98516
10394,0.99326
5509,0.85348
3731,0.99999
5827,0.03984
10527,0.99929
7004,0.95124
3210,0.8201
59,0.99268
2660,0.99745
1909,0.50297
8569,0.99675
2862,0.19512
5966,0.37154
2639,0.22609
6838,0.92794
9527,0.26238
5345,0.9716
7702,0.89906
3242,0.50577
6516,0.47833
10412,0.39596
8213,0.35182
2598,0.99143
6193,0.25203
9593,0.96623
6646,0.9905
5388,0.31064
6413,0.7105
1540,0.36022
8660,0.39868
2999,0.39643
3194,0.26143
9437,0.98987
9473,0.30737
877,0.16159
9640,0.45394
4434,0.60595
8385,0.50774
2542,0.11937
3281,0.1311
7820,0.44519
1418,1
6079,0.68804
3685,0.18794
9361,0.08384
3364,0.9014
7495,0.79669
8226,0.94493
8043,0.34958
9924,0.12341
6018,0.34808
3,0.543
4592,0.17044
10125,0.48957
8900,0.31762
7028,0.99713
3419,0.81311
5514,0.2526
2770,0.14633
5007,0.97097
1931,0.33177
9768,0.49414
3337,0.3015
703,0.2792
6685,0.18233
6064,0.1366
1881,0.34562
4842,0.39588
8432,0.48198
3569,0.16624
9797,0.30361
2829,0.28508
3739,0.19807
2128,0.39172
2372,0.33011
3354,0.24179
3321,0.92271
8532,0.99131
1800,0.84538
2560,0.3492
3936,0.7264
2588,0.58884
4890,1
8912,0.97844
6192,0.13609
8658,0.0312
5272,0.4153
10404,0.96856
2299,0.13126
9419,0.30142
3018,0.4751
8642,0.89945
6594,0.17281
8852,0.33228
9212,0.17305
7081,0.99814
8469,0.39037
1372,0.17634
2514,0.12624
2311,0.13628
5548,0.42402
9024,0.64436
10324,0.12493
7735,0.30306
1488,0.91282
9130,0.99046
2307,0.98952
2374,0.13705
10519,0.99749
10264,0.59407
9908,0.22684
1073,0.57675
118,0.94557
8884,0.0721
242,0.04478
6300,0.25049
5422,0.57442
899,0.56574
773,0.32867
70,0.97432
9249,0.1049
8847,0.4685
432,0.12602
468,0.95286
7830,0.94474
4642,0.82085
1782,0.99871
8683,0.49787
8551,0.31615
5224,0.25349
922,0.47699
757,0.94047
1101,0.21095
6804,0.18303
9266,0.9966
6487,0.1798
5627,0.24382
4972,0.94557
3596,0.97987
1420,0.48242
10209,0.82231
8629,0.92129
3147,0.94834
9821,0.97767
10377,0.26279
456,0.15875
9887,0.33627
8864,0.55895
5665,0.16072
1764,0.09239
9198,0.98073
7536,0.48248
991,0.9832
1537,0.58736
3450,0.98762
5663,0.96254
4221,0.42744
3350,0.27625
943,0.24339
3203,0.34229
1144,0.31816
2334,0.9966
7074,0.99975
10071,0.65869
7540,0.99569
4143,0.28708
6643,0.44176
1067,0.00908
6356,0.95223
8133,0.36482
108,0.21928
308,0.43426
7432,0.49112
2652,0.93125
4740,0.99911
7048,0.37882
490,0.26179
6808,0.5562
7990,0.17279
4460,0.05075
6803,0.97111
2414,0.36053
8085,0.37115
2031,0.93164
8476,0.82405
9840,0.99477
2853,0.15809
8114,0.49686
6245,0.99163
8918,0.24636
2621,0.40162
5344,0.4788
3775,0.2659
631,0.30754
10481,0.1072
8188,0.99694
9830,0.97668
5426,0.71551
6688,0.70802
4132,0.99584
588,0.71183
5600,0.49287
4743,0.37037
8711,0.31477
6039,0.3756
4576,0.68508
6941,0.21427
10202,0.63528
6632,0.7715
1079,0.39962
9642,0.61212
5401,0.17556
600,0.1088
4873,0.30199
5558,0.17535
483,0.06029
10378,0.99929
9004,0.02487
2809,0.98694
9542,0.92207
3215,0.02562
6924,0.16762
7213,0.97516
3105,0.98948
9771,0.97914
632,0.94771
3232,0.75027
1543,0.36724
2164,0.86625
4559,0.0668
9530,0.51661
2033,0.55699
2842,0.14109
4186,0.1062
4078,0.18192
8093,0.89284
7286,0.8085
7044,0.95991
9234,0.40831
8536,0.07897
307,0.99791
4382,0.99558
1350,0.05789
4632,0.91148
5639,0.41748
6445,0.2656
10511,0.00724
8601,0.11064
137,0.56929
2298,0.953
8978,0.30178
7218,0.27403
856,0.2435
736,0.2597
7719,0.27853
3177,0.57315
2564,0.93105
3123,0.89334
4827,0.51728
6386,0.04505
708,0.89055
1414,0.99732
7190,0.44708
10298,0.47116
838,0.85845
10145,0.95756
3071,0.97543
5329,0.38835
462,0.45868
9809,0.13968
7279,0.96382
2707,0.07724
3671,0.97717
516,0.99567
10395,0.16124
8167,0.19044
2138,0.83964
5192,0.08655
1377,0.28453
1390,0.15863
1244,0.31165
8424,0.27113
205,0.26735
9592,0.64633
116,0.45002
8306,0.43668
7649,0.99648
9560,0.7859
2102,0.11243
10490,0.45651
97,0.51715
7618,0.40742
9413,0.16916
6148,0.87381
7147,0.97584
2430,0.99779
7539,0.99535
7475,0.91761
7796,0.9833
1582,0.65072
8454,0.0782
3164,0.07942
2375,0.98369
980,0.20382
10233,0.24057
2271,0.6139
7843,0.12392
6165,0.908
3449,0.88182
8757,0.84369
9757,0.99705
6925,0.61554
6191,0.52099
6985,0.0826
9064,0.26865
2691,0.9987
657,0.27535
858,0.32937
6677,0.93885
642,0.66994
2627,0.33347
1569,0.97935
3674,0.13318
10095,0.33561
7423,0.28901
4993,0.08054
4983,0.16895
7070,0.9888
700,0.94376
2447,0.28599
2380,0.95495
8418,0.60361
1288,0.09373
9400,0.03509
8530,0.28637
784,0.15201
2969,0.34465
892,0.99781
5679,0.43906
4650,0.63019
994,0.97762
9751,0.87172
9462,0.11032
4958,0.98659
506,0.86893
4631,0.15236
4321,0.20306
5617,0.86219
7571,0.95845
6873,0.31773
7964,0.06214
4567,0.4525
7429,0.98842
3615,0.18187
8744,0.04822
1142,0.11163
6189,0.37836
3411,0.52743
9133,0.06962
5806,0.62028
2385,0.4666
801,0.74221
4672,0.2013
6530,0.77317
260,0.45315
6624,0.82517
2001,0.71941
8403,0.90392
4935,0.37405
7264,0.85836
9714,0.9475
5903,0.45008
3176,0.99254
7441,0.95873
